OPERATOR,RIG,JOBNUM,WELL,COUNTY,STATE,BHA,BHA_DESC,DATEIN,DATEOUT,DEPTHIN,DEPTHOUT,TOTAL DRILL,ROTATE DRILL,ROTATE HRS,ROTATE ROP,SLIDE ROP,AVG ROP,CIRC_HOURS,DRILLING_HOURS,SLIDE_DRILLED,SLIDE_HOURS,BIT_MAKE,BIT_MODEL,BIT_NUM,TFA,GRADEOUT,MUD_WEIGHT,FLUID_TYPE,SOLIDS,PV,YP,CHLORIDES,BHT,MOTOR_OD,MOTOR_DESCRIPTION,SN,MOTOR_MODEL,MOTOR_MAKE,BENDANGLE,BIT2BEND,MOTOR_LOBES,MOTOR_STAGES,PLANNEDDLS,ACTDLS,MOTORYIELD,ON_BTM_PRESS,RPM,DIFF_PRESS,MAX_DIFFP,ON_BTM_TQ,MAX_TORQUE,FLOW_RATE,MAX_FLOW,WOB,COMMENTS,ADDITIONAL_COMMENTS,UNPLANNED_TRIP,MOTOR_FAILURE,MWD_FAILURE,TRIP_FOR_FAILURE,NPT,HRS_TO_FAIL,NUM_STALLS,WASH_REAM_TIME,DRY_REAM_TIME,PU,ROT,SO,SURFACEFINDINGS,TROUBLESHOOTING,LAT,LONG,BRT_HRS,PHASES,MOTOR_KICKPAD_OD,MOTOR_SLEEVE_OD,MAX_DLS,REASON_POOH,STATOR_FIT,STATOR_TYPE,BHT_MIN,BHT_AVG,BHT_MAX,MWD_COMMENTS
"KILLAM OIL CO., LTD",H&P 254,TX-FP-240061,Nido Ranch 13H - Nido Ranch West Pad - 1H - Nido Ranch 13H,Webb,Texas,4,BHA 4,12/3/2024,12/5/2024,8180,10720,2540,2388,18.583,128.502,16.889,92.085,31.75,27.583,152,9,Ulterra,SPL613,3,1.767,1-3-CT-G-X-1/8-WT-BHA,13.9,OBM,8.64,30,5,36000,0,7.25,7 1/4 5/6 8.2 Fxd. @ 2.25 w/ 8 1/4 NBS (FIT: -0.006),LDS-7-M-012,MOAB,Liberty,2.25,4.46,5/6,8.2,15,17,15,3620.952,48.077,704.286,1930,11.285,11760,580.952,600,28.524,"This assembly was run in at 5,876 to replace the previous one, which had chunked stator rubber and plugged the jets on the bit. It successfully drilled to TD without incident. In rotation, the assembly exhibited a drop of approximately 1 degree per 100, but after ramping up from a slide, it would build for 200-300. The motor yielded an average of 8-10 degrees per 100. Operational parameters included an average differential pressure of 800-900 PSI, rotary speed of 60 RPM, and weight on bit of 40,000 pounds. The maximum recorded temperature was 219?F.
At surface, the bit was graded as green, with a score of 1-1-NO-A-X-I-RR-TD. The motor drained as expected on the table, showing no signs of slack or play.","Assembly tracked well in upper portion of intermediate tangent. Assembly was slid 40 feet right of plan to accomodate AC concerns. Once around AC concerns assembly was steered back into hole direction holding azm but dropping inclination 0.5?/ 100. Upon attempting to slide in anacacho, once the bit to bend was buried, WOB would stack as differential was lost. Several attempts to slide were made resulting in hard stalls. With the assembly dropping inclination as it was and sliding being burdened, it was decided to TOOH for a fresh assembly. Upon out of the hole the motor shown no signs of weaking, had no slack in bearings, drained as it should, & had no wear on the pad. Bit graded @ 1/3/CT/G/X/3/WT/BHA",1,0,0,0,0,0,6,0,0,256.429,207.857,185.238,,,27.83255,-99.56447,42.75,INT-1: INTERMEDIATE 1,7.56,8.25,3.62,Change BHA,-0.006,HPW,1000.25,0,0,No Issues
"KILLAM OIL CO., LTD",H&P 254,TX-FP-240061,Nido Ranch 13H - Nido Ranch West Pad - 1H - Nido Ranch 13H,Webb,Texas,5,BHA 5,12/5/2024,12/8/2024,10720,14507,3787,3071,29.25,104.991,51.143,87.561,45.75,43.25,716,14,Ulterra,U611S,4,1.724,1-2-CT-G-X-1/16-WT-BHA,13.4,OBM,8.64,30,5,36000,0,7.25,7 1/4 5/6 8.3 Fxd. @ 2.25 w/ 8 1/4 NBS (FIT: -0.005),LDS-7-M-009,MOAB,Liberty,2.25,4.55,5/6,8.3,15,19,15,5451.852,45.625,512.963,1960,6.025,13030,706.037,750,34.148,"Assembly yeilded higher than expected in full slides & average in broken up slides. Assembly tracked well in the lateral. Assembly was TOOH due to temp getting higher than spec. Once out of the hole the motor drained as it should, shown no signs of weakness, no slack in bearings, & no wear on pad. Bit graded @ 1/2/CT/G/X/I/WT/BHA","Assembly yeilded higher than expected in full slides & average in broken up slides. Assembly tracked well in the lateral. Assembly was TOOH due to temp getting higher than spec. Once out of the hole the motor drained as it should, shown no signs of weakness, no slack in bearings, & no wear on pad. Bit graded @ 1/2/CT/G/X/I/WT/BHA",0,0,0,0,0,0,3,0,0,293.333,233.333,203.333,,,27.83255,-99.56447,59.5,INT-1: INTERMEDIATE 1 / CURVE: CURVE / LAT: LATERAL,7.51,8.25,19.2,Change BHA,-0.005,HPW,1000.25,0,0,No Issuses
"KILLAM OIL CO., LTD",H&P 254,TX-FP-240061,Nido Ranch 13H - Nido Ranch West Pad - 1H - Nido Ranch 13H,Webb,Texas,6,BHA 6,12/8/2024,12/12/2024,14507,20580,6073,5604,53.5,104.748,37.026,91.783,71.5,66.167,469,12.667,Taurex,U611S,5,2.227,1-3-CT-G-X-I-WT-TD,14,OBM,8.64,30,5,36000,0,7.25,7 1/4 5/6 8.3 Fxd. @ 1.83 True Slick (FIT: -0.024),LDS-7-M-007,5/6 8.2,Liberty,1.83,4.53,5/6,8.3,0,0,12,5924.324,76.429,724.324,1960,20,13030,662.162,750,32.865,"This lateral assembly was run from 14,507 to the section TD at 20,580 with a Taurex SD614 bit. During the run, the temperature ranged from 260?F to 325?F. The average differential pressure was 800 PSI, with an average weight on bit (WOB) of 35,000 pounds and an average rotary speed of 80 RPM. The flow rate during the run ranged from 700 to 650 GPM. The assembly exhibited a slight drop and left turn tendency in rotation. The motor delivered an average yield of 12? per 100 in slide mode.
At the surface, the motor drained tight with no significant slack or play, and the bit was graded at 1-1-WT-S-X-1/16-NO-TD.","This lateral assembly was run from 14,507 to the section TD at 20,580 with a Taurex SD614 bit. During the run, the temperature ranged from 260?F to 325?F. The average differential pressure was 800 PSI, with an average weight on bit (WOB) of 35,000 pounds and an average rotary speed of 80 RPM. The flow rate during the run ranged from 700 to 650 GPM. The assembly exhibited a slight drop and left turn tendency in rotation. The motor delivered an average yield of 12? per 100 in slide mode.
At the surface, the motor drained tight with no significant slack or play, and the bit was graded at 1-1-WT-S-X-1/16-NO-TD.",0,0,0,0,0,0,5,0,0,387.568,230.162,156.486,,,27.83255,-99.56447,101.75,LAT: LATERAL,7.53,0,3.86,Well TD,0,HPW,1000.25,0,0,
"KILLAM OIL CO., LTD",H&P 254,TX-FP-240061,Nido Ranch 13H - Nido Ranch West Pad - 1H - Nido Ranch 13H,Webb,Texas,1,BHA 1,11/1/2024,11/2/2024,105,3593,3488,3210,15.5,207.097,74.133,181.195,22.417,19.25,278,3.75,Ulterra,U616S,1RR1,1.167,1-1-WT-A-X-I-NO-TD,9.4,WBM,0,4,1,2200,0,9.625,"9 5/8"" 6/7 5.0 Fxd. @ 1.75 w/ 17 1/4 NBS (Fit: 0.024)",DM96214US,HR Series 1,,1.75,5.7,6/7,5.0,8,8,8,2331.944,55.5,751.389,1180,17.65,23860,958.333,1300,23.147,"Assembly dropped angle more frequent than the previous 2 runs. Assembly drilled @ a 50 azm which was opposite of the first run wherre assembly built. Assembly steered well but was ratty toward the last few hundred feet of drilling. Upon out of the hole the motor drained freely, had no slack, & no wear on pad. Bit graded @ 1/1/WT/A/X/I/NO/TD","Assembly dropped angle more frequent than the previous 2 runs. Assembly drilled @ a 50 azm which was opposite of the first run wherre assembly built. Assembly steered well but was ratty toward the last few hundred feet of drilling. Upon out of the hole the motor drained freely, had no slack, & no wear on pad. Bit graded @ 1/1/WT/A/X/I/NO/TD",0,0,0,0,0,0,0,0,0,109.167,104.028,98.889,,,27.83255,-99.56447,27.25,Surface: Surface,10.12,17.25,1.41,Section TD,0.024,,1000.25,0,0,No Issuses
"KILLAM OIL CO., LTD",H&P 254,TX-FP-240061,Nido Ranch 13H - Nido Ranch West Pad - 1H - Nido Ranch 13H,Webb,Texas,2,BHA 2,11/12/2024,11/13/2024,3593,5282,1689,1494,7.917,188.716,47.755,140.75,17,12,195,4.083,Ulterra,SPL616,2,1.167,,9.4,WBM,24.61,28,6,232084,0,8,8 7/8 5.9 Fxd. @ 1.75 w/ 11 3/4  NBS (Fit: 0.013),DM800ML030US,HR Series 1,DynoMax,1.75,4.8,7/8,5.9,8,8,8,4842.308,59.091,780.769,1390,17.286,21870,878.846,900,37.462,"Stator Rubber - While drilling ahead and initiating a slide at 5,876 in the intermediate section of the 13H, the differential pressure spiked to 1,500 PSI, causing the stall assist to slow the pumps to half throttle. The pumps were killed, and the assembly was picked up off bottom while surface equipment was checked.  Nothing was found after slow pumps rates were done on all three pumps  Once the pumps were brought back to full rate, the pressure was recorded at 5,100 PSI, up from the previous 4,100 PSI. An attempt was made to resume sliding, but pressure continued to fall off, and off-bottom pressure settled at 4,600 PSI.
After returning to rotation, drilling continued down to 5,282, where a second pressure spike of 1,000 PSI occurred, reactivating the stall assist. Off-bottom pressure again read 4,600 PSI. At this point, the decision was made to trip out and inspect the assembly. At surface the motor bearing were tight, but when the bit was broke off thier was stator rubber plugging three of the jets. The bit graded 1-1.","While drilling ahead and initiating a slide at 5,876 in the intermediate section of the 13H, the differential pressure spiked to 1,500 PSI, causing the stall assist to slow the pumps to half throttle. The pumps were killed, and the assembly was picked up off bottom while surface equipment was checked.  Nothing was found after slow pumps rates were done on all three pumps  Once the pumps were brought back to full rate, the pressure was recorded at 5,100 PSI, up from the previous 4,100 PSI. An attempt was made to resume sliding, but pressure continued to fall off, and off-bottom pressure settled at 4,600 PSI.
After returning to rotation, drilling continued down to 5,282, where a second pressure spike of 1,000 PSI occurred, reactivating the stall assist. Off-bottom pressure again read 4,600 PSI. At this point, the decision was made to trip out and inspect the assembly. At surface the motor bearing were tight, but when the bit was broke off thier was stator rubber plugging three of the jets. The bit graded 1-1.",1,0,0,0,0,0,3,0,0,172.885,160,144.038,,,27.83255,-99.56447,24.5,INT-1: INTERMEDIATE 1,8.45,11.75,1.94,Plugged String,0.013,NBR-HPW,1000.25,0,0,
"KILLAM OIL CO., LTD",H&P 254,TX-FP-240061,Nido Ranch 13H - Nido Ranch West Pad - 1H - Nido Ranch 13H,Webb,Texas,3,BHA 3,11/13/2024,11/14/2024,5282,8180,2898,2670,15.333,174.13,19.826,108,30.083,26.833,228,11.5,Ulterra,SPL616,2 RR,1.167,1-1-NO-A-X-I-RR-TD,13.1,OBM,8.64,37,5,30000,0,8,8 7/8 5.9 Fxd. @ 1.75 w/ 11 3/4  NBS (Fit: 0.010),DM800ML029US,HR Series 1,DynoMax,1.75,4.8,7/8,5.9,1,1,8,5434.286,57.778,747.143,1390,20.444,21870,900,900,44.286,"This assembly was run in at 5,876 to replace the previous one, which had chunked stator rubber and plugged the jets on the bit. It successfully drilled to TD without incident. In rotation, the assembly exhibited a drop of approximately 1 degree per 100, but after ramping up from a slide, it would build for 200-300. The motor yielded an average of 8-10 degrees per 100. Operational parameters included an average differential pressure of 800-900 PSI, rotary speed of 60 RPM, and weight on bit of 40,000 pounds. The maximum recorded temperature was 219?F.
At surface, the bit was graded as green, with a score of 1-1-NO-A-X-I-RR-TD. The motor drained as expected on the table, showing no signs of slack or play.","This assembly was run in at 5,876 to replace the previous one, which had chunked stator rubber and plugged the jets on the bit. It successfully drilled to TD without incident. In rotation, the assembly exhibited a drop of approximately 1 degree per 100, but after ramping up from a slide, it would build for 200-300. The motor yielded an average of 8-10 degrees per 100. Operational parameters included an average differential pressure of 800-900 PSI, rotary speed of 60 RPM, and weight on bit of 40,000 pounds. The maximum recorded temperature was 219?F.
At surface, the bit was graded as green, with a score of 1-1-NO-A-X-I-RR-TD. The motor drained as expected on the table, showing no signs of slack or play.",0,0,0,0,0,0,0,0,0,239.429,202.714,183.571,,,27.83255,-99.56447,42.5,INT-1: INTERMEDIATE 1,8.41,11.75,2.6,Section TD,0.01,NBR-HPW,1000.25,0,0,
"KILLAM OIL CO., LTD",H&P 254,TX-FP-230062,19H - ST01,Webb,Texas,2,BHA 2,11/13/2023,11/15/2023,4928,10751,5823,5296,21.083,251.194,50.592,184.857,37.667,31.5,527,10.417,Baker Hughes,DD406TS,2,1.167,1-1-CT-G-X-I-NO-BHA,12.5,WBM,23.9,23,5,27000,233.9,7,5/6 8.4 FXD @ 1.83 w/ 8.25 Stab PV Group 0 ( Fit -.003 INT ),CD700062DD,7,,1.83,4.55,5/6,8.4,0,0,0,3328.571,50.484,528.571,1650,7.29,11772,658.929,700,28.339,,"Motor drill good and was giving 10s when sliding.
Bit Grade:1-1 with 2 chip cutters on gauge and missing 2 Jets.",0,0,0,0,0,0,0,0,0,166.304,162.161,161.125,,,27.83261,-99.5648,48.75,INT-1: INTERMEDIATE 1,7.25,8.25,4.34,Change BHA,0.003,HS88,115,181.4,233.9,No Issues
"KILLAM OIL CO., LTD",H&P 254,TX-FP-230062,19H - ST01,Webb,Texas,3,BHA 3,11/15/2023,11/16/2023,10751,13057,2306,1602,10.917,146.748,60.777,102.489,27.167,22.5,704,11.583,Baker Hughes,DD306TS,3,1.767,1-1-CT-G-X-I-NO-BHA,12.5,OBM,23.9,23,5,27000,245,7,5/6 8.2 @ 2.25 True Slick,CD700059DD,5/6 8.2,Patriot,2.25,4.57,5/6,8.2,0,0,14,3295,34,563.333,1850,12066.667,11270,600,600,36.333,,"Motor drain good and no slack..Landed curve with motor yields 15s to 16s and drilled ahead in lateral section for 1400 ft was dropping and walking left but drilling good.
Bit Grade:1-1 w/1 chip tooth on gauge",0,0,0,0,0,0,0,0,0,304.167,243.5,211.833,,,27.83261,-99.5648,40.5,INT-1: INTERMEDIATE 1 / CURVE: CURVE / LAT: LATERAL,7.25,0,16.96,Change BHA,0.003,PV Group 0,220,229.63,245,No Issues
"KILLAM OIL CO., LTD",H&P 254,TX-FP-230062,19H - ST01,Webb,Texas,4,BHA 4,11/16/2023,11/21/2023,13057,20747,7690,7162,32.5,220.369,22.154,136.509,77.75,56.333,528,23.833,Baker Hughes,D506TS,4,1.767,,13.5,OBM,26.9,31,6,28000,314,7,5/6 8.2 FXD @ 2.00 TRUE SLICK PV Group 0 ( FIT .002 CLR ),CD700004DD,5/6 8.2,Patriot,2,4.57,5/6,8.2,0,0,10,4480.702,70.152,612.281,1850,20909.091,11270,600,600,31.439,,Drilling ahead at 20768 String stalled the decision was made to POOH for rubber coming back. Pulled into something and got stuck. Did a back off and Left BHA in Hole. ( LIH ),0,0,0,0,0,0,0,0,0,342.281,233.228,168.07,,,27.83261,-99.5648,119.5,LAT: LATERAL,7.25,0,3.54,Stuck Pipe,0.002,PV Group 0,245,293.79,314,
"KILLAM OIL CO., LTD",H&P 254,TX-FP-230062,19H - ST01,Webb,Texas,5,BHA 5,11/21/2023,11/25/2023,15730,17399,1669,1569,9.667,162.31,17.647,108.848,29.5,15.333,100,5.667,Baker Hughes,D406TS,5,1.767,0-0-NO-A-X-I-NO-DMF,13.5,OBM,26.9,33,6,30000,300,7,5/6 8.2 FXD @ 2.00 TRUE SLICK PV Group 4 ( FIT .016CLR ),CD700021DD,5/6 8.2,,2,4.5,5/6,8.2,10,11,10,4345.455,61.429,454.545,1850,19142.857,11270,600,600,30.818,,"Perform well for the side track. Yielded 9-12s through the run. Avg 18ft/hr sliding 162ft/hr in rotation. At 17399, ROP haulted, diff decreased, diff fell off. Weight remained the same 38k. Decision to POOH. On surface, Motor wouldnt drain bit box spun freely, Metal in bit jets, Bit was green will re-run.",0,1,0,0,0,0,0,6,0,286.364,233.182,213.636,"Bit box spun freely motor wouldnt drain, Metal in bit jets","Pick up re-zero try agian, would not drill off",27.83261,-99.5648,81.5,ST1: SIDETRACK 1,7.25,0,3.18,Motor Failure,-0.016,PV Group 0,263,280,300,No Liberty MWD issues
"KILLAM OIL CO., LTD",H&P 254,TX-FP-230062,19H - ST01,Webb,Texas,6,BHA 6,11/25/2023,11/30/2023,17399,21730,4331,4074,25.667,158.727,22.511,116.791,88.417,37.083,257,11.417,Baker Hughes,D406TS,5,1.767,1-2-CT-G-X-I-LT-TD,13.5,OBM,26.9,33,6,30000,325,7,5/6 8.4 FXD @ 2.00 TRUE SLICK PV Group 4 ( FIT .021 CLR ),CD700007DD,,,2,4.45,5/6,8.4,0,0,10,4721.429,70,404.286,1785,21.278,11772,650,700,35.294,,"Motor drained no slack, Bit was 1,2 with 4 jets plugged with cuttings. BHA dropped slightly in rotation performed as expected.",0,0,0,0,0,0,0,0,0,286.143,225.943,173.429,,,27.83261,-99.5648,116,ST1: SIDETRACK 1,7.25,0,3.54,Well TD,-0.021,PV Group 4,285,311.88,325,
"KILLAM OIL CO., LTD",H&P 254,TX-FP-230062,19H - OH,Webb,Texas,2,BHA 2,11/13/2023,11/15/2023,4928,10751,5823,5296,21.083,251.194,50.592,184.857,37.667,31.5,527,10.417,Baker Hughes,DD406TS,2,1.167,1-1-CT-G-X-I-NO-BHA,12.5,WBM,23.9,23,5,27000,233.9,7,5/6 8.4 FXD @ 1.83 w/ 8.25 Stab PV Group 0 ( Fit -.003 INT ),CD700062DD,7,,1.83,4.55,5/6,8.4,0,0,0,3328.571,50.484,528.571,1650,7.29,11772,658.929,700,28.339,,"Motor drill good and was giving 10s when sliding.
Bit Grade:1-1 with 2 chip cutters on gauge and missing 2 Jets.",0,0,0,0,0,0,0,0,0,166.304,162.161,161.125,,,27.83261,-99.5648,48.75,INT-1: INTERMEDIATE 1,7.25,8.25,4.34,Change BHA,0.003,HS88,115,181.4,233.9,No Issues
"KILLAM OIL CO., LTD",H&P 254,TX-FP-230062,19H - OH,Webb,Texas,3,BHA 3,11/15/2023,11/16/2023,10751,13057,2306,1602,10.917,146.748,60.777,102.489,27.167,22.5,704,11.583,Baker Hughes,DD306TS,3,1.767,1-1-CT-G-X-I-NO-BHA,12.5,OBM,23.9,23,5,27000,245,7,5/6 8.2 @ 2.25 True Slick,CD700059DD,5/6 8.2,Patriot,2.25,4.57,5/6,8.2,0,0,14,3295,34,563.333,1850,12066.667,11270,600,600,36.333,,"Motor drain good and no slack..Landed curve with motor yields 15s to 16s and drilled ahead in lateral section for 1400 ft was dropping and walking left but drilling good.
Bit Grade:1-1 w/1 chip tooth on gauge",0,0,0,0,0,0,0,0,0,304.167,243.5,211.833,,,27.83261,-99.5648,40.5,INT-1: INTERMEDIATE 1 / CURVE: CURVE / LAT: LATERAL,7.25,0,16.96,Change BHA,0.003,PV Group 0,220,229.63,245,No Issues
"KILLAM OIL CO., LTD",H&P 254,TX-FP-230062,19H - OH,Webb,Texas,4,BHA 4,11/16/2023,11/21/2023,13057,20747,7690,7162,32.5,220.369,22.154,136.509,77.75,56.333,528,23.833,Baker Hughes,D506TS,4,1.767,,13.5,OBM,26.9,31,6,28000,314,7,5/6 8.2 FXD @ 2.00 TRUE SLICK PV Group 0 ( FIT .002 CLR ),CD700004DD,5/6 8.2,Patriot,2,4.57,5/6,8.2,0,0,10,4480.702,70.152,612.281,1850,20909.091,11270,600,600,31.439,,Drilling ahead at 20768 String stalled the decision was made to POOH for rubber coming back. Pulled into something and got stuck. Did a back off and Left BHA in Hole. ( LIH ),0,0,0,0,0,0,0,0,0,342.281,233.228,168.07,,,27.83261,-99.5648,115,LAT: LATERAL,7.25,0,2.85,Stuck Pipe,0.002,PV Group 0,245,293.79,314,
"KILLAM OIL CO., LTD",H&P 254,TX-FP-230062,19H - ST01,Webb,Texas,1,BHA 1,10/12/2023,10/13/2023,100,4928,4828,4725,20.167,234.298,44.143,214.578,23.417,22.5,103,2.333,Ulterra,U616S,1,0.69,1-3-CT-S-N-1/8-WT-TD,8.8,WBM,2.9,1,1,1200,137,8,BICO SS100 FXD 1.83 w/ 11.75 STAB (FIT .016 INT),BPB5825-0015,SS100,BICO,1.83,5.3,7/8,4.0,0,0,8,2300,56.111,624,1400,13944.444,23156,800,900,11.8,,Drilled 12 1/4 Surface without any issues. Motor had no slack and Drained well. Bit was 1-3 with chipped and worn PDCs.,0,0,0,0,0,0,0,0,0,123.8,111.56,104.8,,,27.83261,-99.5648,33.5,Surface: Surface,8.625,11.75,2.21,Section TD,0.016,Bico,83,113.18,137,
"KILLAM OIL CO., LTD",H&P 254,TX-FP-230062,19H - OH,Webb,Texas,1,BHA 1,10/12/2023,10/13/2023,100,4928,4828,4725,20.167,234.298,44.143,214.578,23.417,22.5,103,2.333,Ulterra,U616S,1,0.69,1-3-CT-S-N-1/8-WT-TD,8.8,WBM,2.9,1,1,1200,137,8,BICO SS100 FXD 1.83 w/ 11.75 STAB (FIT .016 INT),BPB5825-0015,SS100,BICO,1.83,5.3,7/8,4.0,0,0,8,2300,56.111,624,1400,13944.444,23156,800,900,11.8,,Drilled 12 1/4 Surface without any issues. Motor had no slack and Drained well. Bit was 1-3 with chipped and worn PDCs.,0,0,0,0,0,0,0,0,0,123.8,111.56,104.8,,,27.83261,-99.5648,33.5,Surface: Surface,8.625,11.75,2.21,Section TD,0.016,Bico,83,113.18,137,
"KILLAM OIL CO., LTD",H&P 254,TX-FP-230061,7H - NIDO RANCH WEST PAD - OH,Webb,Texas,5,BHA 5,12/3/2023,12/4/2023,7636,10276,2640,2363,9.167,257.782,60.436,192,18.583,13.75,277,4.583,Baker Hughes,DD406TS,5,1.167,0-0-NO-A-X-I-NO-BHA,13,OBM,26,24,14,25000,223.9,7,5/6 8.4 Fixed 1.83 (PV FT-003 .009 Group 0),RY700101,7,Other,1.83,4.15,5/6,8.4,0,0,0,2805,50,138.33,1750,9.26,11700,668.33,700,39.33,Change out BHA ,"Motor drained through bearings, no slack. Bit was 0,0 All jets pluged with formation.BHA dropped in rotation.",0,0,0,0,0,0,0,0,0,209,202,204,,,27.83265,-99.56477,32.333,INT-2: INTERMEDIATE 2,7.25,0,2.96,Change BHA,0.009,FT-003,148,215,224,
"KILLAM OIL CO., LTD",H&P 254,TX-FP-230061,7H - NIDO RANCH WEST PAD - OH,Webb,Texas,6,BHA 6,12/4/2023,12/9/2023,10276,17181,6905,5488,39.25,139.822,39.361,91.761,92,75.25,1417,36,Baker Hughes,DD306TS,6,1.767,0-1-CT-G-X-1/16-NO-PR,13,OBM,26,24,14,25000,303.4,7,5/6 8.2 Fixed 2.12 (PV HS88 .005 Group 0),RY700118,,Other,2.12,4.15,5/6,8.2,12,12.4,0,3647.37,55,763.82,1850,14.22,11270,600,600,34.54,Hole Issues ,"Motor was dry at surface, No slack, Bit was 0,1 CT on GR, 5 jets plugged with formation. MY averaged 12.4 through curve, built in rotation in lateral. ROP dropped to 50 fph POOH for low ROP.",0,0,0,0,0,0,0,0,0,282,273,264,,,27.83265,-99.56477,119.5,INT-2: INTERMEDIATE 2 / CURVE: CURVE / LAT: LATERAL,7.25,0,14.38,Well control,0.005,FT-003,224,264,303,
"KILLAM OIL CO., LTD",H&P 254,TX-FP-230061,7H - NIDO RANCH WEST PAD - OH,Webb,Texas,7,BHA 7,12/9/2023,12/15/2023,17181,20240,3059,2114,17.917,117.991,24.545,54.222,88.083,56.417,945,38.5,Baker Hughes,D406TS,7,1.767,1-2-NO-A-X-I-BT-DMF,13.6,OBM,28.1,27,10,22000,310,0,5/6 8.4 Fixed 2.00 (PV FT-003 -.022 Group 4),RY700027,7,Other,2,4.15,5/6,8.4,0,0,0,4585.71,60,509.52,1785,17.7,11772,647.62,700,35,TD Well ,"Motor did not drained and was lock up with  no slack. Bit was 1,2 And had 3  jets pluged with rubber.BHA dropped in build in rotation and walk left and right .",0,1,0,0,0,0,0,0,0,279,215,150,,,27.83265,-99.56477,136.333,LAT: LATERAL,7.25,0,9.26,Motor Failure,0.022,FT-003,289,302.63,310,Liberty MWD No Issues
"KILLAM OIL CO., LTD",H&P 254,TX-FP-230061,7H - NIDO RANCH WEST PAD - OH,Webb,Texas,1,BHA 1,10/9/2023,10/10/2023,100,2895,2795,2640,11.583,227.914,64.138,199.643,14.75,14,155,2.417,Smith,SDI 616 MHEB,1,0.994,1-4-CT-S-N-I-CT-DMF,8.5,WBM,1,1,1,1200,97,9.625,9 5/8 COMBO 7/8 7.0 FXD 1.83 w/ 17.25 STAB (FIT.003 INT),CD9613,7/8 7.0,Patriot,1.83,6,7/8,7.0,0,0,5,2800,0,800,1580,0,24130,1000,1100,18.85,POOH For Motor Pressure Up,"After making a hook at 2895 Pressure spikedOff btm PSI- 1900 w/ 1000GPM once it spiked off BTM PSI was 2700 W/ 300 GPM. After checking all surface gear the decision was made to POOH.Once out of the hole Motor was locked up would not drain and no slack seen, Bit was a 1-4",0,1,0,1,0,0,0,0,0,135,120,110,"Once out of the hole Motor was locked up would not drain and no slack seen, Bit was a 1-4",checking all surface gear,27.83265,-99.56477,22.25,Surface: Surface,10.35,17.25,1.69,Motor Failure,0.003,ABACO,86.6,90.58,97,
"KILLAM OIL CO., LTD",H&P 254,TX-FP-230061,7H - NIDO RANCH WEST PAD - OH,Webb,Texas,2,BHA 2,10/10/2023,10/11/2023,2895,3570,675,590,4.417,133.585,46.364,108,7.583,6.25,85,1.833,Smith,SDI 616 MHEB,2,0.994,1-3-CT-S-N-I-CT-TD,8.6,WBM,3,1,1,1200,108.3,9.625,9 5/8 COMBO 7/8 7.0 FXD 1.83 w/ 17.25 STAB (FIT.003 CL),CD9603,7/8 7.0,Patriot,1.83,6,7/8,7.0,0,0,5,2457.14,70,800,1580,19000,24130,892,1100,25,TD Surface Section ,TD Surface motor drained good no slack seen Bit was a RR from 14H went in 1-2 come out 1-3,0,0,0,0,0,0,0,0,0,135,120,110,,,27.83265,-99.56477,14.417,Surface: Surface,10.35,17.25,1.22,Section TD,0.003,Viking,104.6,106.05,108.3,
